R526=14,380,203,13,15,0
R527=14,390,201,54,14,0
R528=14,400,201,51,15,0
R529=14,410,203,17,13,0
R530=14,420,205,49,12,0
R531=14,435,209,19,12,0
R532=14,440,213,43,12,0
R533=14,450,218,39,12,0
R534=14,465,227,3,13,0
R535=14,480,236,10,12,0
R536=14,495,245,50,12,0
R537=14,510,255,50,11,0
R538=14,530,269,52,10,0
R539=14,550,283,58,9,0
R540=14,570,298,43,9,0
R541=14,600,320,43,9,0
R542=14,630,342,51,6,0
R543=14,660,4,32,4,0
R544=14,700,32,18,-1,0
R545=14,740,58,47,-5,0
R546=14,780,84,32,-7,0
R547=15,0,84,32,-7,0
R548=15,40,110,6,-7,0
R549=15,80,135,35,-7,0
R550=15,120,160,23,-7,0
R551=15,150,178,43,-6,0
R552=15,180,196,53,-4,0
R553=15,210,215,6,-1,0
R554=15,230,227,12,1,0
R555=15,250,239,3,5,0
R556=15,270,250,33,9,0
R557=15,285,258,48,12,0
R558=15,300,266,15,16,0
R559=15,315,272,54,18,0
R560=15,330,279,0,22,0
R561=15,340,280,22,28,0
R562=15,350,281,35,32,0
R563=15,360,281,32,36,0
R564=15,370,280,10,39,0
R565=15,380,277,49,41,0
R566=15,390,275,9,41,0
R567=15,400,273,11,34,0
R568=15,410,272,10,30,0
R569=15,420,272,58,26,0
R570=15,430,274,41,24,0
R571=15,440,277,30,21,0
R572=15,450,281,14,19,0
R573=15,465,287,58,17,0
R574=15,480,295,58,15,0
R575=15,495,304,47,12,0
R576=15,510,314,8,12,0
R577=15,530,327,10,10,0
R578=15,550,340,26,7,0
R579=15,570,353,48,5,0
R580=15,600,13,42,1,0
R581=15,630,33,7,-2,0
R582=15,660,52,5,-6,0
R583=15,700,77,14,-7,0
R584=15,740,102,29,-7,0
R585=15,780,128,9,-7,0
